,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,UNH,UNH,UNH,UNH,UNH,CMCSA,CMCSA,CMCSA,CMCSA,CMCSA,HD,HD,HD,HD,HD,T,T,T,T,T,INTC,INTC,INTC,INTC,INTC,CVX,CVX,CVX,CVX,CVX,KO,KO,KO,KO,KO,MRK,MRK,MRK,MRK,MRK,V,V,V,V,V,FB,FB,FB,FB,FB,BRK.B,BRK.B,BRK.B,BRK.B,BRK.B,PFE,PFE,PFE,PFE,PFE,JNJ,JNJ,JNJ,JNJ,JNJ,PG,PG,PG,PG,PG,BAC,BAC,BAC,BAC,BAC,GOOG,GOOG,GOOG,GOOG,GOOG,DIS,DIS,DIS,DIS,DIS,PEP,PEP,PEP,PEP,PEP,MA,MA,MA,MA,MA,VZ,VZ,VZ,VZ,VZ,JPM,JPM,JPM,JPM,JPM,AAPL,AAPL,AAPL,AAPL,AAPL,XOM,XOM,XOM,XOM,XOM
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,102.21499633789062,102.6500015258789,100.88300323486328,102.13800048828125,92930000,158.38710264469566,159.34869258841948,155.5023182860213,157.22557067871094,51385100,241.34658594349727,246.2645862870151,238.25006926747753,240.5542449951172,4923300,32.2488986369227,32.73060852477226,31.655358551675914,32.687599182128906,28615800,173.96819038732653,179.35789762845016,171.0948392841324,175.47451782226562,7125100,15.444759772716722,15.928696065167287,15.439611362146604,15.82058334350586,66599583,52.61883241850147,52.93794986445621,49.693594799723705,50.650943756103516,40499700,68.69725088456222,69.60300008221643,63.10795353065738,65.26780700683594,17023800,40.64968536664495,41.732223203670344,40.57415939659196,41.119625091552734,19165300,64.57912619371292,66.26580115523778,63.79147898035387,65.62931823730469,13876568,169.19741484296168,170.0804993614439,165.91463935690234,166.72093200683594,12231800,174.67979777903207,175.8516201470857,170.37984777861084,173.9747314453125,23534300,194.0,197.22999572753906,191.4499969482422,193.83999633789062,10519600,25.275461415991934,25.809399309424286,25.14558298454431,25.535215377807617,30648107,122.41034453531766,123.60886575369516,119.23980027075521,120.04730987548828,11125400,99.84465761752192,102.78992902094593,98.92642186265532,99.32490539550781,12747300,20.907095215138654,21.99283968336741,20.88972290603549,21.593286514282227,125275700,60.748377380759834,60.82232380996877,59.39130705964611,60.121578216552734,43508000,105.43702313561175,105.50541230877604,101.14802688778863,102.09571075439453,31453600,110.75041855817271,113.25737872957038,110.26411794999117,112.04163360595703,5502400,266.7816064498885,267.6252028982864,259.5964479950006,261.2254638671875,6662900,41.269472745192594,42.132425056270776,41.24771850502565,41.653812408447266,19689500,83.5257633218659,89.9634187672043,83.49991034016105,88.55868530273438,42055900,64.98564696158498,65.31698307985819,64.0182387887634,64.81392669677734,161834800,34.901031494209455,35.86069472004227,32.045075725619625,33.112220764160156,60107300
2020-04-13,102.0,109.0,101.9000015258789,108.44349670410156,134334000,156.4735003826598,157.6350328097064,154.5217441222941,157.57789611816406,41905300,238.66897635780518,241.31012182512532,235.13529398632042,239.98956298828125,2964900,32.214477491917464,32.592964155944934,31.46610471653079,31.99082374572754,20237400,174.53417565364072,174.53417565364072,170.11095816598444,173.0887908935547,4415600,15.702173615334463,15.81543474622892,15.393278085499793,15.542576789855957,45209039,50.145677404592895,52.095837014692975,50.145677404592895,52.03378677368164,23251900,67.48956553239809,67.62891105143328,64.56331553888214,65.73226928710938,13854700,40.57417039455035,40.81753227526437,39.02169561300876,39.38254165649414,19586000,65.09626885989584,65.6134132557224,63.513016295235175,64.07789611816406,7706678,165.3482726132677,165.4058774896484,159.4834283150894,162.20948791503906,14043700,172.46527352296636,173.78604931612182,168.27454586436517,173.57749938964844,19355400,193.85000610351562,193.85000610351562,186.0800018310547,188.77000427246094,7888600,25.946488524936775,25.960921395094342,25.05178402482132,25.354827880859375,18270141,119.00179662219307,120.26832041264636,117.16576579003927,118.8062973022461,8153200,98.41530952216813,101.13535186149994,98.02549710506256,100.44234466552734,7926700,21.52380056594118,21.58460199569599,20.65520492552456,20.77680778503418,83164700,60.008928906957955,60.57121335579182,58.93786421148187,60.424808502197266,34796000,102.3008732881964,102.45719565001681,97.31821354000789,101.11871337890625,17306000,110.41500710702144,111.80683118441137,108.52011007833886,109.74424743652344,3785000,260.0618806124299,260.5467088539955,247.98964556081873,255.34933471679688,7114400,41.61756778776692,41.76985305046699,40.870642461497674,41.09544372558594,12977700,88.86031447103335,88.86031447103335,83.8532520418169,84.62025451660156,26911900,64.89129510661289,66.19488063962808,64.29149962285975,66.08604431152344,131022800,34.12562989259991,34.3098836188865,32.22165812523075,32.828163146972656,29651900
2020-04-14,110.02349853515625,114.5999984741211,109.31050109863281,114.16600036621094,161744000,160.90063304210452,165.42298811281455,159.94855829037607,165.37538146972656,52874300,244.9895543576168,248.69628030777514,243.1680706820955,246.3556671142578,4778900,32.30911549714472,33.238129857404886,32.025247901724526,33.13490676879883,21803300,175.77930117465613,182.61438078402344,174.25555553558596,180.38536071777344,5655400,15.799988597256858,16.04195607652368,15.624947850517938,16.026512145996094,42290546,53.22160521939928,53.98394053376695,52.75179195503075,53.77119445800781,25674000,66.1580641969221,67.41217427012286,65.2832873231232,65.50004577636719,14797600,40.23010183971831,41.32942370386844,39.38253537127483,41.052494049072266,21801900,65.50202601866259,66.19420243078976,64.22906009796812,65.90778350830078,12155333,166.14497693204652,168.39108384639974,163.9756618754339,167.61358642578125,9980500,177.73846086017855,179.97285323073257,175.39483092316863,176.93408203125,21011800,193.32000732421875,194.16000366210938,190.82000732421875,192.94000244140625,7032000,25.924841213274753,26.429919095863543,25.499133955555273,26.29282569885254,21845309,123.6088567981721,125.30888235661787,122.44434344108977,124.12736511230469,13838000,102.87652772092466,105.22407985061916,100.70222408583977,104.78228759765625,10474200,21.280589556410018,21.41087854888189,20.064556198815186,20.611770629882812,88991100,61.791055497434556,63.62628987900737,61.3860918633793,62.98906707763672,49408000,103.07270270530864,105.16346593638708,101.50951628775385,103.59050750732422,19866900,111.69781654803366,116.23381407871506,110.96837236467636,116.04096221923828,6278700,261.69095457059393,267.276186624213,261.03159511747896,262.5054626464844,6354400,41.55954378661764,42.3499801499643,41.30573232092219,42.161434173583984,16765600,87.05914902349468,87.90371704101562,80.69905892224051,82.30200958251953,46151300,67.71856083326759,69.71383985781922,67.24694647516952,69.42361450195312,194994800,33.012420107581114,33.588218132713344,32.17559352724253,32.57481384277344,30769000
2020-04-15,112.88400268554688,116.66850280761719,112.25,115.38400268554688,137332000,162.99517507582178,165.25160184597294,161.1291169212521,163.64259338378906,40940800,251.66524599038615,257.7307891502607,246.51956085703904,256.5377197265625,7841800,32.49835567054747,32.73061006946563,31.612350700950625,31.96503257751465,19786300,172.98425445167123,176.09270092601926,171.19059086315812,172.81881713867188,5693900,15.769099025383493,15.938991357487087,15.42416595110001,15.491092681884766,49706800,52.95568040192088,53.03545976554092,51.75898994762022,52.184478759765625,22841600,62.28733312994504,64.54782158082082,61.40481358533981,63.85883712768555,13982300,40.03708709778533,40.61612059965889,39.78533493232844,39.95317077636719,12893200,64.62685614993715,66.00324437977726,64.0938021488479,65.29515838623047,10809072,161.9311072450089,162.5646290335358,158.33157160094433,159.30105590820312,12118700,173.97471957427308,176.95390874859473,171.6211649754997,175.74237060546875,17423000,188.55999755859375,189.58999633789062,187.47000122070312,188.57000732421875,6138300,26.01863876772888,26.141299281572092,25.672299274241396,25.95370101928711,21312196,123.71936614257892,125.7253968776313,122.01083210664977,125.51289367675781,11962300,104.69566237900412,106.91327481266359,103.59551396052004,105.00751495361328,14192900,19.24808284116623,19.673694585371017,19.030933890650623,19.274141311645508,99082200,61.8168643906998,63.54639680397047,61.55830556692104,62.65359115600586,33434000,101.98823581424305,102.46696000210389,100.33711627665755,100.99170684814453,14157600,114.98452286664362,115.33666877065393,112.10026560293065,113.21540069580078,5773100,252.60523166227603,254.97119595870544,247.86359703483197,249.33749389648438,10240700,41.740835927427874,42.067160603179815,41.12443903324766,41.28397750854492,18372800,78.55317649267397,79.31155914109536,77.67413563368773,78.24292755126953,30118600,68.2990035025,69.24948009360917,67.87092811844572,68.78996276855469,131154400,31.47696584366394,31.523030750435993,30.23324264742714,31.07774543762207,33125000
2020-04-16,117.30000305175781,123.05000305175781,116.75,120.40950012207031,240764000,165.94662248113914,168.78380100859152,164.61370918973023,168.5552978515625,50479600,258.14062415912895,273.22250416557847,255.01678686530713,271.7926330566406,7738900,32.2833077443858,32.70480722468782,31.53493459839954,32.5413703918457,20973800,173.37612012153892,176.0666295374697,171.37349371710806,174.01174926757812,7262800,15.58890783232872,15.58890783232872,15.295457597121255,15.527128219604492,43074884,52.8404381418408,54.03712510934584,52.13129018400507,53.88643264770508,24433500,62.9453692139166,63.6266167101887,61.01001774718716,61.92350387573242,12291900,39.77694380781274,40.154570448059665,39.239868477083476,39.52518844604492,17606800,65.75661146187208,66.29762350481153,65.4463248624805,66.03507232666016,9145058,160.40492887415598,161.25921819420375,153.38823547355855,155.90310668945312,20308200,176.71556312892426,176.8148754930837,171.31329782214016,175.02735900878906,23593200,188.89999389648438,188.99000549316406,185.8000030517578,187.9600067138672,6228200,26.061930805258463,26.162946367028006,25.67229852383916,25.88875961303711,20657451,126.06537206586161,128.07989786426222,124.47585258578441,127.22138977050781,12181700,105.98642310939074,106.11636283466355,103.86409849630105,105.25010681152344,12020200,19.2393924684071,19.29150774123061,18.31868158385673,18.605318069458008,89213300,63.23075780873889,63.47393287631818,61.668473954955665,62.70321273803711,50362000,101.14802060073882,101.33365153944402,98.56876129620285,99.67276000976562,18029300,114.84201061243498,114.84201061243498,112.22606179761789,113.72687530517578,4564000,250.54952298607162,250.54952298607162,237.2846161857229,239.27239990234375,11455400,41.54504582070711,42.0599165490314,41.22596882127751,41.813358306884766,17825800,77.76032557716542,78.05333483069313,75.01979748377981,75.26110076904297,32449600,69.50343396347523,69.7017543891835,68.28691861079514,69.33655548095703,157125200,31.077736117396526,31.077736117396526,29.88775420493941,30.056655883789062,30934000
2020-04-17,118.61650085449219,120.0,115.8010025024414,118.75,158600000,170.8974039982127,171.37344133525505,167.44136828248293,170.04054260253906,52765600,274.1241835161333,276.86552540838375,261.4739935348685,264.6251525878906,5857500,33.16070807396633,33.29833993744018,32.412335021414926,32.75641632080078,28736600,180.38535047954332,183.06714424641567,179.50593640072753,182.34445190429688,6717600,15.882360308569593,16.08829021320184,15.805136756845446,16.077993392944336,45884809,54.976755382643496,55.074263873494886,53.03546196277488,53.505271911621094,27385600,62.9608703974098,67.73731754263648,62.953127335947535,67.48184967041016,16130100,40.53220721455899,40.53220721455899,39.75177314262499,40.330806732177734,19844600,66.79091749774172,66.95799151553574,65.58955454630733,66.40106964111328,15433162,162.8429679340457,164.1292129875086,158.3315533754356,162.7373809814453,15375800,177.9568967996874,179.02940671969586,175.43452330197587,177.9966278076172,20974800,192.88999938964844,192.89999389648438,189.02000427246094,191.1999969482422,8272200,26.33612150016266,26.696888141832112,26.054719690235554,26.63195037841797,24404843,129.19343376231478,129.45693562168188,127.16190394667566,129.21893310546875,10920000,106.07302514968903,108.27331578021348,104.41847992908275,108.01344299316406,15899800,19.404426841152404,20.32513776093979,19.378368375386025,20.22090721130371,92800300,63.7642626917449,64.2396931977291,63.088332472351915,63.68485641479492,38980000,103.76636175886608,104.3330191389698,101.94915530119586,104.17669677734375,17926900,115.47923759948242,115.70562174599813,113.11482502521196,115.32832336425781,4866500,250.4137784657677,252.78944860729706,243.87828865967577,252.0815887451172,10412100,42.10342313956875,42.553028319689076,41.87136867458358,42.393489837646484,15054300,79.28570944190875,82.4743712133683,78.38943541573678,82.02623748779297,30191900,68.85284815768563,69.3994360529156,66.95914281806782,68.39574432373047,215250000,30.61709965898705,33.25809208526196,30.609420712307788,33.18132019042969,40829100
2020-04-20,119.49749755859375,122.2490005493164,119.30249786376953,119.68049621582031,115414000,168.16502238477133,170.18341686182507,166.6036198685102,166.67025756835938,36669600,259.8345842234204,263.21345579009017,256.1642964489976,256.9566650390625,4072600,32.41233257114324,32.87684130577798,31.93061944469955,32.00803756713867,18444500,179.47976898921172,183.7462501018937,178.80931740201768,179.4101104736328,4753100,15.882359386864623,16.17580964644865,15.80513583962201,15.949287414550781,40492157,52.547912703962446,53.22160579997869,52.20220328588125,52.45927047729492,26420300,63.99045859476935,67.35022563635422,63.549192825798,64.6949234008789,15749000,40.10421941611646,40.28044559731619,38.86223939434347,39.04685592651367,18957900,65.89187944680843,66.93411998579884,64.25293329845292,66.1146469116211,11675768,160.61610582323283,160.71208466696805,156.6518119485574,157.63088989257812,10505200,176.17932637386727,179.24788768422115,175.54376660260039,177.00357055664062,16110700,188.72000122070312,189.35000610351562,187.3000030517578,188.75,6474700,26.249536483035026,26.631950988658105,26.0330753326416,26.0330753326416,22530620,128.29241838959385,130.05195101130855,127.57841079099889,128.9214324951172,12226200,105.2240886188519,106.74870061268564,104.41847049467346,104.47044372558594,10832000,19.60420314729951,20.090616237293094,19.265451381000457,19.54340171813965,74446300,63.07691059844318,63.602967665943744,62.5989963266937,62.859046936035156,33910000,101.19687145125077,102.44742049195786,99.6532217180641,99.90724182128906,17021000,114.81687506698933,115.18579360389185,112.77944325407015,112.81298828125,3995400,246.78722665954896,248.84290813559676,242.09409358402914,244.09158325195312,6042700,42.132436865601356,42.71982641151391,42.030913361289855,42.15419387817383,14002200,79.69076026120517,81.62119316258708,77.95853795939568,79.0357894897461,23679400,67.22278330341808,68.12488676722366,66.9567445601854,66.97608947753906,130015200,31.285020354161013,32.8128054588395,31.123797639263287,31.615144729614258,39260800
2020-04-21,120.83049774169922,121.41549682617188,113.98300170898438,116.40599822998047,149534000,165.18495298161926,165.34680393000076,158.14912184782517,159.7771759033203,56203700,250.40845068743977,255.00768532313637,248.8601786233822,249.71627807617188,3977500,31.61234979428836,31.646758581601073,30.562904751068604,30.717741012573242,23004500,174.79537628115907,177.92122814033502,173.71568897471664,174.67347717285156,4845000,15.707320275033751,15.712468685395361,15.259422874713577,15.377832412719727,57214144,51.51078489788196,51.9451365464097,49.578354582656274,49.95952224731445,25248000,62.14800077414121,64.86523568690436,61.350636973612424,63.20083236694336,19620600,38.501401878760035,39.3573619185729,37.14193423842041,38.08181381225586,26863700,64.93714261221025,65.47815468895872,62.22413692664819,62.50259780883789,17876574,155.4999474359284,156.04708391095377,152.76429435389903,154.08892822265625,10562100,174.03431657376942,174.16341963186656,167.17224658884817,169.6151885986328,24850500,184.1699981689453,185.77999877929688,183.27999877929688,183.47999572753906,5882500,25.816615533760885,25.92484611462352,25.52078663324021,25.701169967651367,23975233,127.60391951767507,128.8959426269099,126.28641003179368,127.22991180419922,9951100,103.51758136209298,104.21058873448013,102.59068780170486,103.67350769042969,9465400,19.022248538526444,19.430489643063307,18.67481053434673,18.79641342163086,78871300,61.88584667524746,62.24664315772844,60.03522841149698,60.364261627197266,43060000,97.70901709309979,99.17450576932245,96.84925896591155,98.22682189941406,16101400,110.79229635664703,111.46305597225148,109.49270200022755,109.78616333007812,4359500,239.16576927168583,241.82263340222482,236.69315703884413,237.9052276611328,5964600,41.617559399195656,42.08892161213397,41.131696201949076,41.2042121887207,14234500,76.37280301183434,78.75136891401668,76.12287994584035,76.74337768554688,23035000,66.81887303902265,67.05346978399236,64.19477725392538,64.90582275390625,180991600,31.01631792470947,32.34449153324837,30.42516500148813,31.446245193481445,44381600
